content,publish_time,like_count,comment_count,platform,brand,product,campaign,source_type,risk_label
说实话，成分表看起来偏修护，敏感肌最好先做局部测试。希望品牌给个明确说明。我是外油内干，小样试用后入正装，用了1周，希望品牌补充适用人群说明。,2026-05-26 10:25:00,23,23,小红书,NewBrand,光感修护精华液,618大促,短视频评论,中性观察
用了几天，NewBrand这次活动力度一般，赠品多但主品价格没有太大优势。还会继续观察。我是屏障受损肌，达人链接下单，空瓶半瓶后，后续上妆状态变化很大。,2026-05-29 00:44:00,39,8,抖音,NewBrand,光感修护精华液,新品上市,用户评论,中性观察
NewBrand广告说温和修护，但我用完明显过敏，这种宣传太离谱。我是屏障受损肌，旗舰店买的，早晚用了4天，客服回复会直接影响我是否复购。,2026-05-29 05:39:00,66,37,微博,NewBrand,舒缓保湿面膜,达人测评,用户评论,产品质量风险
用了几天，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。希望品牌给个明确说明。我是屏障受损肌，大促囤货，空瓶半瓶后，这个点对敏感肌很关键。,2026-05-24 13:56:00,120,18,天猫评价,NewBrand,光感修护精华液,达人测评,电商评价,达人内容质疑
达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。不建议盲买。我是混油皮，直播间入手，用了2次，评论区反馈分化很明显。,2026-05-27 19:30:00,61,7,B站,NewBrand,舒缓保湿面膜,新品上市,短视频评论,价格价值争议
包装设计挺好看，但更关心长期使用后的稳定性。希望品牌给个明确说明。我是正常偏干，直播间入手，早晚用了4天，和同价位竞品对比差异明显。,2026-05-31 03:23:00,63,4,天猫评价,NewBrand,舒缓保湿面膜,618大促,用户评论,中性观察
姐妹们，敏感肌用光感修护精华液很安心，泛红稳定下来，保湿感也不错。不建议盲买。我是正常偏干，直播间入手，连续用了3天，后续上妆状态变化很大。,2026-05-27 05:39:00,133,22,B站,竞品B,光感修护精华液,达人测评,电商评价,正向口碑
用了几天，NewBrand这次活动力度一般，赠品多但主品价格没有太大优势。还会继续观察。我是正常偏干，达人链接下单，用了2次，鼻翼和脸颊反应最明显。,2026-05-31 04:20:00,94,6,京东评价,NewBrand,舒缓保湿面膜,敏感肌种草,达人笔记,中性观察
连续用了一周，舒缓保湿面膜对换季干燥有改善，修护感很明显。大家怎么看？我是油敏皮，朋友推荐后购买，连续用了3天，大促期间看到很多类似反馈。,2026-05-24 15:37:00,122,5,京东评价,NewBrand,舒缓保湿面膜,敏感肌种草,话题讨论,正向口碑
保湿和提亮都比较自然，不是那种立刻假白的效果。大家怎么看？我是外油内干，大促囤货，用了2次，和同价位竞品对比差异明显。,2026-05-31 14:18:00,28,8,小红书,NewBrand,光感修护精华液,敏感肌种草,话题讨论,正向口碑
这次早C晚A精华套装真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。希望品牌给个明确说明。我是沙漠干皮，大促囤货，用了2次，后续上妆状态变化很大。,2026-05-27 15:52:00,95,8,抖音,NewBrand,早C晚A精华套装,新品上市,话题讨论,正向口碑
测评后感觉，竞品A广告说温和修护，但我用完明显过敏，这种宣传太离谱。还会继续观察。我是外油内干，直播间入手，用了2次，这个点对敏感肌很关键。,2026-05-29 08:51:00,26,6,小红书,竞品A,舒缓保湿面膜,新品上市,话题讨论,售后体验不满
测评后感觉，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。不建议盲买。我是屏障受损肌，小样试用后入正装，早晚用了4天，大促期间看到很多类似反馈。,2026-05-27 01:50:00,100,7,微博,竞品A,光感修护精华液,夏季修护专题,用户评论,产品质量风险
姐妹们，竞品C广告说温和修护，但我用完明显过敏，这种宣传太离谱。希望品牌给个明确说明。我是干敏皮，朋友推荐后购买，空瓶半瓶后，这个点对敏感肌很关键。,2026-05-24 15:02:00,100,20,天猫评价,竞品C,舒缓保湿面膜,新品上市,电商评价,广告承诺争议
姐妹们，保湿和提亮都比较自然，不是那种立刻假白的效果。我是干敏皮，旗舰店买的，用了2次，大促期间看到很多类似反馈。,2026-05-28 13:41:00,25,17,天猫评价,NewBrand,早C晚A精华套装,618大促,电商评价,正向口碑
用了几天，达人测评没有夸张，实际使用确实温和，油皮也能接受。大家怎么看？我是沙漠干皮，小样试用后入正装，空瓶半瓶后，评论区反馈分化很明显。,2026-05-29 23:28:00,66,15,B站,NewBrand,早C晚A精华套装,新品上市,用户评论,正向口碑
姐妹们，活动价还可以，套装搭配合理，适合第一次尝试这个系列。还会继续观察。我是痘肌，大促囤货，连续用了3天，客服回复会直接影响我是否复购。,2026-05-25 15:22:00,36,5,B站,竞品C,光感修护精华液,敏感肌种草,用户评论,正向口碑
NewBrand广告说温和修护，但我用完明显过敏，这种宣传太离谱。不建议盲买。我是屏障受损肌，达人链接下单，连续用了3天，和同价位竞品对比差异明显。,2026-06-01 00:18:00,184,9,小红书,NewBrand,舒缓保湿面膜,新品上市,用户评论,产品质量风险
达人测评没有夸张，实际使用确实温和，油皮也能接受。不建议盲买。我是混油皮，直播间入手，空瓶半瓶后，希望品牌补充适用人群说明。,2026-05-31 08:12:00,60,6,天猫评价,NewBrand,光感修护精华液,618大促,短视频评论,正向口碑
测评后感觉，看到很多人反馈刺痛，也有人说好用，感觉和肤质关系很大。希望品牌给个明确说明。我是外油内干，小样试用后入正装，早晚用了4天，和同价位竞品对比差异明显。,2026-05-29 00:23:00,20,1,B站,NewBrand,屏障修护面霜,敏感肌种草,短视频评论,中性观察
用了几天，客服一直让我再观察，没有给明确处理方案，售后体验真的差。希望品牌给个明确说明。我是干敏皮，直播间入手，空瓶半瓶后，大促期间看到很多类似反馈。,2026-05-30 04:09:00,87,75,天猫评价,竞品B,光感修护精华液,达人测评,电商评价,产品质量风险
测评后感觉，客服回复速度还行，但对过敏问题的解释比较模板化。我是痘肌，大促囤货，用了2次，这个点对敏感肌很关键。,2026-05-30 12:27:00,54,1,京东评价,NewBrand,舒缓保湿面膜,敏感肌种草,短视频评论,中性观察
姐妹们，保湿和提亮都比较自然，不是那种立刻假白的效果。大家怎么看？我是外油内干，大促囤货，空瓶半瓶后，和同价位竞品对比差异明显。,2026-05-26 02:56:00,223,27,京东评价,竞品C,早C晚A精华套装,618大促,电商评价,正向口碑
用了几天，竞品C这次活动力度一般，赠品多但主品价格没有太大优势。不建议盲买。我是屏障受损肌，朋友推荐后购买，连续用了3天，评论区反馈分化很明显。,2026-05-30 18:05:00,19,14,抖音,竞品C,屏障修护面霜,达人测评,用户评论,中性观察
用了几天，客服回复速度还行，但对过敏问题的解释比较模板化。大家怎么看？我是油敏皮，朋友推荐后购买，用了2次，评论区反馈分化很明显。,2026-05-30 13:49:00,16,4,小红书,竞品C,温和洁面乳,敏感肌种草,电商评价,中性观察
测评后感觉，看到很多人反馈刺痛，也有人说好用，感觉和肤质关系很大。不建议盲买。我是屏障受损肌，达人链接下单，用了1周，这个点对敏感肌很关键。,2026-05-27 12:32:00,59,1,微博,NewBrand,光感修护精华液,夏季修护专题,话题讨论,中性观察
用了几天，成分表看起来偏修护，敏感肌最好先做局部测试。还会继续观察。我是油敏皮，大促囤货，用了2次，这个点对敏感肌很关键。,2026-05-27 10:46:00,16,5,微博,NewBrand,温和洁面乳,新品上市,达人笔记,中性观察
说实话，活动价还可以，套装搭配合理，适合第一次尝试这个系列。不建议盲买。我是外油内干，小样试用后入正装，空瓶半瓶后，这个点对敏感肌很关键。,2026-05-25 04:30:00,60,9,京东评价,NewBrand,屏障修护面霜,夏季修护专题,电商评价,正向口碑
测评后感觉，保湿和提亮都比较自然，不是那种立刻假白的效果。希望品牌给个明确说明。我是油敏皮，直播间入手，连续用了3天，鼻翼和脸颊反应最明显。,2026-05-29 00:43:00,21,7,抖音,竞品B,光感修护精华液,618大促,达人笔记,正向口碑
用了几天，竞品C广告说温和修护，但我用完明显过敏，这种宣传太离谱。不建议盲买。我是屏障受损肌，小样试用后入正装，刚上脸10分钟，后续上妆状态变化很大。,2026-05-27 13:14:00,228,7,B站,竞品C,光感修护精华液,敏感肌种草,用户评论,售后体验不满
用了三天爆痘，停用后才慢慢好，不敢继续用了。大家怎么看？我是屏障受损肌，朋友推荐后购买，连续用了3天，和同价位竞品对比差异明显。,2026-05-26 01:47:00,107,10,京东评价,NewBrand,早C晚A精华套装,夏季修护专题,用户评论,达人内容质疑
姐妹们，客服一直让我再观察，没有给明确处理方案，售后体验真的差。不建议盲买。我是正常偏干，直播间入手，用了1周，鼻翼和脸颊反应最明显。,2026-05-27 18:05:00,107,12,小红书,NewBrand,早C晚A精华套装,618大促,达人笔记,价格价值争议
测评后感觉，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。还会继续观察。我是油敏皮，直播间入手，连续用了3天，客服回复会直接影响我是否复购。,2026-05-28 10:53:00,176,36,京东评价,NewBrand,舒缓保湿面膜,夏季修护专题,达人笔记,产品质量风险
说实话，包装设计挺好看，但更关心长期使用后的稳定性。不建议盲买。我是外油内干，直播间入手，用了2次，后续上妆状态变化很大。,2026-05-27 01:20:00,28,9,天猫评价,NewBrand,屏障修护面霜,达人测评,用户评论,中性观察
姐妹们，竞品最近也在推类似概念，想看更真实的横评对比。我是干敏皮，达人链接下单，用了1周，评论区反馈分化很明显。,2026-05-27 19:21:00,1,4,天猫评价,竞品B,早C晚A精华套装,达人测评,话题讨论,中性观察
说实话，包装设计挺好看，但更关心长期使用后的稳定性。我是正常偏干，大促囤货，早晚用了4天，大促期间看到很多类似反馈。,2026-05-31 22:30:00,104,2,天猫评价,NewBrand,温和洁面乳,618大促,达人笔记,中性观察
测评后感觉，达人测评没有夸张，实际使用确实温和，油皮也能接受。大家怎么看？我是油敏皮，直播间入手，早晚用了4天，鼻翼和脸颊反应最明显。,2026-05-30 07:51:00,73,10,抖音,NewBrand,屏障修护面霜,敏感肌种草,达人笔记,正向口碑
测评后感觉，达人测评没有夸张，实际使用确实温和，油皮也能接受。还会继续观察。我是油敏皮，朋友推荐后购买，用了1周，大促期间看到很多类似反馈。,2026-05-25 16:27:00,15,6,B站,NewBrand,舒缓保湿面膜,敏感肌种草,达人笔记,正向口碑
敏感肌用早C晚A精华套装很安心，泛红稳定下来，保湿感也不错。我是干敏皮，直播间入手，用了1周，大促期间看到很多类似反馈。,2026-05-30 14:24:00,52,0,天猫评价,NewBrand,早C晚A精华套装,618大促,短视频评论,正向口碑
测评后感觉，如果后续能补充第三方检测和适用人群说明，会更放心。还会继续观察。我是混油皮，旗舰店买的，早晚用了4天，鼻翼和脸颊反应最明显。,2026-06-01 01:55:00,129,0,小红书,NewBrand,舒缓保湿面膜,夏季修护专题,用户评论,中性观察
姐妹们，活动价还可以，套装搭配合理，适合第一次尝试这个系列。大家怎么看？我是正常偏干，旗舰店买的，用了1周，希望品牌补充适用人群说明。,2026-05-25 00:26:00,19,8,天猫评价,NewBrand,屏障修护面霜,新品上市,电商评价,正向口碑
用了几天，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。我是混油皮，达人链接下单，连续用了3天，后续上妆状态变化很大。,2026-05-28 09:42:00,29,12,京东评价,竞品A,舒缓保湿面膜,达人测评,话题讨论,售后体验不满
说实话，用了光感修护精华液之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。我是混油皮，旗舰店买的，连续用了3天，鼻翼和脸颊反应最明显。,2026-05-27 05:55:00,130,51,京东评价,竞品A,光感修护精华液,新品上市,话题讨论,达人内容质疑
保湿和提亮都比较自然，不是那种立刻假白的效果。我是沙漠干皮，小样试用后入正装，用了1周，评论区反馈分化很明显。,2026-05-28 19:25:00,19,4,B站,NewBrand,早C晚A精华套装,新品上市,话题讨论,正向口碑
测评后感觉，用了三天爆痘，停用后才慢慢好，不敢继续用了。希望品牌给个明确说明。我是正常偏干，大促囤货，早晚用了4天，后续上妆状态变化很大。,2026-05-31 21:49:00,71,23,京东评价,竞品A,舒缓保湿面膜,达人测评,用户评论,广告承诺争议
包装设计挺好看，但更关心长期使用后的稳定性。不建议盲买。我是正常偏干，大促囤货，刚上脸10分钟，希望品牌补充适用人群说明。,2026-05-30 08:36:00,40,15,小红书,NewBrand,早C晚A精华套装,敏感肌种草,短视频评论,中性观察
用了几天，用了三天爆痘，停用后才慢慢好，不敢继续用了。希望品牌给个明确说明。我是混油皮，达人链接下单，用了2次，这个点对敏感肌很关键。,2026-05-26 00:39:00,156,16,小红书,竞品A,光感修护精华液,新品上市,达人笔记,售后体验不满
用了几天，看到很多人反馈刺痛，也有人说好用，感觉和肤质关系很大。还会继续观察。我是痘肌，小样试用后入正装，空瓶半瓶后，客服回复会直接影响我是否复购。,2026-05-31 15:46:00,63,12,抖音,竞品C,屏障修护面霜,敏感肌种草,用户评论,中性观察
舒缓保湿面膜肤感还可以，但功效需要再观察，暂时没有特别惊喜。大家怎么看？我是油敏皮，大促囤货，早晚用了4天，希望品牌补充适用人群说明。,2026-05-24 14:59:00,40,5,微博,NewBrand,舒缓保湿面膜,夏季修护专题,话题讨论,中性观察
说实话，用了屏障修护面霜之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。大家怎么看？我是痘肌，朋友推荐后购买，早晚用了4天，和同价位竞品对比差异明显。,2026-05-28 06:35:00,74,22,B站,竞品C,屏障修护面霜,618大促,电商评价,产品质量风险
用了几天，客服回复速度还行，但对过敏问题的解释比较模板化。希望品牌给个明确说明。我是干敏皮，朋友推荐后购买，连续用了3天，大促期间看到很多类似反馈。,2026-05-28 09:26:00,27,4,京东评价,NewBrand,光感修护精华液,新品上市,达人笔记,中性观察
测评后感觉，这次舒缓保湿面膜真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。大家怎么看？我是油敏皮，直播间入手，连续用了3天，这个点对敏感肌很关键。,2026-05-26 12:46:00,40,10,微博,NewBrand,舒缓保湿面膜,夏季修护专题,用户评论,正向口碑
测评后感觉，如果后续能补充第三方检测和适用人群说明，会更放心。还会继续观察。我是屏障受损肌，旗舰店买的，空瓶半瓶后，后续上妆状态变化很大。,2026-05-27 06:19:00,23,7,小红书,竞品A,早C晚A精华套装,618大促,用户评论,中性观察
说实话，买的套装里小样快过期，包装还压坏了，活动体验很糟糕。希望品牌给个明确说明。我是屏障受损肌，旗舰店买的，连续用了3天，这个点对敏感肌很关键。,2026-05-27 20:13:00,200,45,抖音,NewBrand,屏障修护面霜,新品上市,用户评论,售后体验不满
保湿和提亮都比较自然，不是那种立刻假白的效果。还会继续观察。我是正常偏干，大促囤货，早晚用了4天，希望品牌补充适用人群说明。,2026-05-26 20:04:00,70,12,京东评价,竞品B,屏障修护面霜,夏季修护专题,用户评论,正向口碑
包装设计挺好看，但更关心长期使用后的稳定性。还会继续观察。我是干敏皮，小样试用后入正装，用了2次，后续上妆状态变化很大。,2026-05-25 20:15:00,34,4,微博,NewBrand,屏障修护面霜,夏季修护专题,电商评价,中性观察
达人测评没有夸张，实际使用确实温和，油皮也能接受。不建议盲买。我是正常偏干，旗舰店买的，早晚用了4天，和同价位竞品对比差异明显。,2026-05-29 18:23:00,240,1,抖音,NewBrand,早C晚A精华套装,618大促,用户评论,正向口碑
说实话，竞品A这波新品包装和肤感都比以前细腻，吸收快，味道也克制。不建议盲买。我是干敏皮，小样试用后入正装，用了2次，和同价位竞品对比差异明显。,2026-05-31 11:32:00,32,5,小红书,竞品A,光感修护精华液,新品上市,电商评价,正向口碑
说实话，质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。希望品牌给个明确说明。我是油敏皮，直播间入手，空瓶半瓶后，客服回复会直接影响我是否复购。,2026-05-24 19:45:00,440,24,小红书,NewBrand,光感修护精华液,达人测评,电商评价,价格价值争议
姐妹们，用了三天爆痘，停用后才慢慢好，不敢继续用了。我是干敏皮，大促囤货，早晚用了4天，这个点对敏感肌很关键。,2026-05-25 08:38:00,100,19,B站,NewBrand,早C晚A精华套装,新品上市,话题讨论,产品质量风险
测评后感觉，活动价还可以，套装搭配合理，适合第一次尝试这个系列。我是油敏皮，达人链接下单，用了2次，客服回复会直接影响我是否复购。,2026-05-28 14:28:00,42,3,微博,NewBrand,早C晚A精华套装,夏季修护专题,电商评价,正向口碑
测评后感觉，看到很多人反馈刺痛，也有人说好用，感觉和肤质关系很大。大家怎么看？我是沙漠干皮，朋友推荐后购买，用了2次，客服回复会直接影响我是否复购。,2026-05-29 12:45:00,89,11,抖音,NewBrand,光感修护精华液,618大促,电商评价,中性观察
说实话，客服一直让我再观察，没有给明确处理方案，售后体验真的差。大家怎么看？我是混油皮，直播间入手，空瓶半瓶后，和同价位竞品对比差异明显。,2026-05-28 17:21:00,71,4,微博,NewBrand,舒缓保湿面膜,618大促,达人笔记,价格价值争议
用了几天，客服回复速度还行，但对过敏问题的解释比较模板化。不建议盲买。我是痘肌，达人链接下单，空瓶半瓶后，希望品牌补充适用人群说明。,2026-05-31 20:58:00,56,11,小红书,NewBrand,舒缓保湿面膜,618大促,用户评论,中性观察
说实话，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。还会继续观察。我是干敏皮，直播间入手，连续用了3天，希望品牌补充适用人群说明。,2026-05-30 10:46:00,90,25,小红书,NewBrand,光感修护精华液,敏感肌种草,电商评价,达人内容质疑
说实话，用了三天爆痘，停用后才慢慢好，不敢继续用了。不建议盲买。我是外油内干，小样试用后入正装，用了2次，和同价位竞品对比差异明显。,2026-05-31 22:28:00,192,11,B站,NewBrand,温和洁面乳,达人测评,短视频评论,产品质量风险
姐妹们，客服解释成分很专业，售后响应也快，这点比竞品体验好。我是沙漠干皮，直播间入手，用了1周，和同价位竞品对比差异明显。,2026-05-24 20:24:00,49,19,天猫评价,NewBrand,舒缓保湿面膜,618大促,短视频评论,正向口碑
用了几天，连续用了一周，温和洁面乳对换季干燥有改善，修护感很明显。不建议盲买。我是痘肌，朋友推荐后购买，用了2次，大促期间看到很多类似反馈。,2026-05-31 16:13:00,36,6,抖音,竞品A,温和洁面乳,618大促,话题讨论,正向口碑
敏感肌用温和洁面乳很安心，泛红稳定下来，保湿感也不错。我是外油内干，达人链接下单，连续用了3天，和同价位竞品对比差异明显。,2026-05-25 07:01:00,67,2,京东评价,NewBrand,温和洁面乳,夏季修护专题,达人笔记,正向口碑
用了几天，NewBrand这波新品包装和肤感都比以前细腻，吸收快，味道也克制。大家怎么看？我是混油皮，大促囤货，早晚用了4天，这个点对敏感肌很关键。,2026-05-30 06:16:00,17,59,B站,NewBrand,光感修护精华液,达人测评,话题讨论,正向口碑
姐妹们，达人测评没有夸张，实际使用确实温和，油皮也能接受。不建议盲买。我是混油皮，旗舰店买的，连续用了3天，大促期间看到很多类似反馈。,2026-05-27 18:09:00,94,3,京东评价,竞品A,早C晚A精华套装,敏感肌种草,达人笔记,正向口碑
说实话，买的套装里小样快过期，包装还压坏了，活动体验很糟糕。我是油敏皮，达人链接下单，空瓶半瓶后，客服回复会直接影响我是否复购。,2026-05-25 18:12:00,55,17,抖音,竞品A,早C晚A精华套装,618大促,电商评价,产品质量风险
测评后感觉，敏感肌用光感修护精华液很安心，泛红稳定下来，保湿感也不错。大家怎么看？我是混油皮，达人链接下单，用了2次，这个点对敏感肌很关键。,2026-05-30 22:37:00,98,7,小红书,竞品B,光感修护精华液,敏感肌种草,短视频评论,正向口碑
测评后感觉，NewBrand这波新品包装和肤感都比以前细腻，吸收快，味道也克制。大家怎么看？我是痘肌，达人链接下单，空瓶半瓶后，这个点对敏感肌很关键。,2026-05-25 16:07:00,10,14,天猫评价,NewBrand,光感修护精华液,达人测评,达人笔记,正向口碑
这次屏障修护面霜真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。我是外油内干，大促囤货，空瓶半瓶后，后续上妆状态变化很大。,2026-05-27 23:57:00,54,15,小红书,NewBrand,屏障修护面霜,达人测评,电商评价,正向口碑
说实话，客服回复速度还行，但对过敏问题的解释比较模板化。大家怎么看？我是沙漠干皮，朋友推荐后购买，连续用了3天，和同价位竞品对比差异明显。,2026-05-28 17:33:00,13,0,B站,竞品A,舒缓保湿面膜,618大促,话题讨论,中性观察
用了几天，敏感肌用光感修护精华液很安心，泛红稳定下来，保湿感也不错。希望品牌给个明确说明。我是外油内干，直播间入手，连续用了3天，后续上妆状态变化很大。,2026-05-30 10:29:00,73,2,微博,NewBrand,光感修护精华液,618大促,电商评价,正向口碑
客服回复速度还行，但对过敏问题的解释比较模板化。不建议盲买。我是油敏皮，朋友推荐后购买，早晚用了4天，客服回复会直接影响我是否复购。,2026-05-30 20:16:00,16,3,微博,NewBrand,温和洁面乳,新品上市,用户评论,中性观察
用了几天，NewBrand这波新品包装和肤感都比以前细腻，吸收快，味道也克制。希望品牌给个明确说明。我是沙漠干皮，小样试用后入正装，刚上脸10分钟，和同价位竞品对比差异明显。,2026-05-26 17:03:00,49,0,小红书,NewBrand,早C晚A精华套装,新品上市,短视频评论,正向口碑
测评后感觉，连续用了一周，舒缓保湿面膜对换季干燥有改善，修护感很明显。我是痘肌，直播间入手，用了1周，这个点对敏感肌很关键。,2026-05-25 10:08:00,168,3,B站,NewBrand,舒缓保湿面膜,新品上市,短视频评论,正向口碑
姐妹们，达人测评没有夸张，实际使用确实温和，油皮也能接受。希望品牌给个明确说明。我是痘肌，达人链接下单，用了2次，大促期间看到很多类似反馈。,2026-05-30 07:00:00,43,1,小红书,竞品A,光感修护精华液,敏感肌种草,达人笔记,正向口碑
用了几天，成分表看起来偏修护，敏感肌最好先做局部测试。还会继续观察。我是正常偏干，朋友推荐后购买，用了2次，这个点对敏感肌很关键。,2026-05-31 09:02:00,5,5,B站,NewBrand,屏障修护面霜,618大促,话题讨论,中性观察
用了三天爆痘，停用后才慢慢好，不敢继续用了。不建议盲买。我是屏障受损肌，朋友推荐后购买，用了1周，和同价位竞品对比差异明显。,2026-05-29 00:46:00,113,50,京东评价,竞品A,屏障修护面霜,夏季修护专题,电商评价,达人内容质疑
测评后感觉，买的套装里小样快过期，包装还压坏了，活动体验很糟糕。还会继续观察。我是屏障受损肌，达人链接下单，连续用了3天，后续上妆状态变化很大。,2026-05-28 01:25:00,74,24,小红书,NewBrand,早C晚A精华套装,618大促,用户评论,价格价值争议
姐妹们，用了三天爆痘，停用后才慢慢好，不敢继续用了。我是屏障受损肌，朋友推荐后购买，连续用了3天，这个点对敏感肌很关键。,2026-05-25 15:00:00,171,8,京东评价,竞品C,屏障修护面霜,达人测评,达人笔记,产品质量风险
如果后续能补充第三方检测和适用人群说明，会更放心。我是正常偏干，达人链接下单，刚上脸10分钟，这个点对敏感肌很关键。,2026-05-26 19:56:00,22,19,B站,竞品A,早C晚A精华套装,夏季修护专题,电商评价,中性观察
用了几天，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。我是干敏皮，小样试用后入正装，用了1周，评论区反馈分化很明显。,2026-05-24 09:12:00,99,9,微博,竞品A,早C晚A精华套装,达人测评,用户评论,达人内容质疑
姐妹们，NewBrand这波新品包装和肤感都比以前细腻，吸收快，味道也克制。还会继续观察。我是外油内干，直播间入手，用了2次，和同价位竞品对比差异明显。,2026-05-28 09:33:00,51,25,京东评价,NewBrand,舒缓保湿面膜,夏季修护专题,短视频评论,正向口碑
用了几天，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。不建议盲买。我是混油皮，旗舰店买的，刚上脸10分钟，鼻翼和脸颊反应最明显。,2026-05-29 22:02:00,146,70,微博,NewBrand,早C晚A精华套装,夏季修护专题,电商评价,产品质量风险
姐妹们，用了三天爆痘，停用后才慢慢好，不敢继续用了。希望品牌给个明确说明。我是外油内干，直播间入手，空瓶半瓶后，后续上妆状态变化很大。,2026-05-26 07:25:00,57,15,天猫评价,竞品B,光感修护精华液,达人测评,话题讨论,售后体验不满
说实话，保湿和提亮都比较自然，不是那种立刻假白的效果。我是沙漠干皮，小样试用后入正装，空瓶半瓶后，评论区反馈分化很明显。,2026-05-26 19:22:00,51,6,天猫评价,竞品A,温和洁面乳,达人测评,话题讨论,正向口碑
姐妹们，光感修护精华液肤感还可以，但功效需要再观察，暂时没有特别惊喜。大家怎么看？我是外油内干，旗舰店买的，连续用了3天，评论区反馈分化很明显。,2026-05-31 07:02:00,38,7,京东评价,NewBrand,光感修护精华液,达人测评,用户评论,中性观察
姐妹们，包装设计挺好看，但更关心长期使用后的稳定性。大家怎么看？我是干敏皮，大促囤货，用了1周，这个点对敏感肌很关键。,2026-05-31 13:18:00,2,3,京东评价,NewBrand,舒缓保湿面膜,达人测评,电商评价,中性观察
测评后感觉，用了屏障修护面霜之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。我是沙漠干皮，大促囤货，早晚用了4天，希望品牌补充适用人群说明。,2026-05-30 17:22:00,154,15,B站,竞品A,屏障修护面霜,敏感肌种草,电商评价,售后体验不满
姐妹们，竞品最近也在推类似概念，想看更真实的横评对比。我是正常偏干，小样试用后入正装，空瓶半瓶后，和同价位竞品对比差异明显。,2026-05-31 03:43:00,26,2,京东评价,竞品A,光感修护精华液,夏季修护专题,用户评论,中性观察
用了几天，用了三天爆痘，停用后才慢慢好，不敢继续用了。不建议盲买。我是屏障受损肌，旗舰店买的，早晚用了4天，大促期间看到很多类似反馈。,2026-05-30 22:59:00,151,15,天猫评价,NewBrand,早C晚A精华套装,达人测评,达人笔记,广告承诺争议
说实话，NewBrand这次活动力度一般，赠品多但主品价格没有太大优势。不建议盲买。我是屏障受损肌，直播间入手，用了2次，这个点对敏感肌很关键。,2026-05-25 02:44:00,127,1,微博,NewBrand,温和洁面乳,夏季修护专题,达人笔记,中性观察
测评后感觉，连续用了一周，舒缓保湿面膜对换季干燥有改善，修护感很明显。大家怎么看？我是沙漠干皮，大促囤货，早晚用了4天，评论区反馈分化很明显。,2026-05-25 07:44:00,55,1,抖音,NewBrand,舒缓保湿面膜,新品上市,达人笔记,正向口碑
测评后感觉，客服回复速度还行，但对过敏问题的解释比较模板化。还会继续观察。我是沙漠干皮，达人链接下单，用了1周，希望品牌补充适用人群说明。,2026-05-26 02:47:00,83,14,微博,NewBrand,舒缓保湿面膜,敏感肌种草,电商评价,中性观察
测评后感觉，这次屏障修护面霜真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。我是屏障受损肌，朋友推荐后购买，用了1周，希望品牌补充适用人群说明。,2026-05-26 02:27:00,11,8,B站,竞品A,屏障修护面霜,敏感肌种草,达人笔记,正向口碑
姐妹们，用了三天爆痘，停用后才慢慢好，不敢继续用了。我是油敏皮，大促囤货，空瓶半瓶后，和同价位竞品对比差异明显。,2026-05-27 02:48:00,74,16,小红书,NewBrand,早C晚A精华套装,达人测评,达人笔记,价格价值争议
测评后感觉，质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。还会继续观察。我是干敏皮，大促囤货，早晚用了4天，后续上妆状态变化很大。,2026-05-30 01:06:00,176,5,京东评价,竞品C,光感修护精华液,618大促,电商评价,售后体验不满
用了几天，质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。还会继续观察。我是痘肌，大促囤货，刚上脸10分钟，客服回复会直接影响我是否复购。,2026-05-31 17:27:00,128,46,京东评价,NewBrand,光感修护精华液,618大促,电商评价,产品质量风险
如果后续能补充第三方检测和适用人群说明，会更放心。还会继续观察。我是痘肌，大促囤货，早晚用了4天，这个点对敏感肌很关键。,2026-05-25 08:45:00,24,15,天猫评价,竞品C,屏障修护面霜,夏季修护专题,达人笔记,中性观察
NewBrand这波新品包装和肤感都比以前细腻，吸收快，味道也克制。不建议盲买。我是痘肌，小样试用后入正装，早晚用了4天，鼻翼和脸颊反应最明显。,2026-05-26 18:15:00,96,4,天猫评价,NewBrand,舒缓保湿面膜,敏感肌种草,话题讨论,正向口碑
