content,publish_time,like_count,comment_count,platform,brand,product,campaign,source_type,risk_label,sentiment,sentiment_score,sentiment_confidence,topic_distribution,dominant_topic,topic_confidence
测评后感觉，活动价还可以，套装搭配合理，适合第一次尝试这个系列。我是油敏皮，达人链接下单，用了2次，客服回复会直接影响我是否复购。,2026-05-28 14:28:00,42,3,微博,NewBrand,早C晚A精华套装,夏季修护专题,电商评价,正向口碑,positive,1.0,1.0,[0.0298985  0.02975458 0.02927492 0.02956651 0.88150549],4,0.881505490978526
测评后感觉，看到很多人反馈刺痛，也有人说好用，感觉和肤质关系很大。大家怎么看？我是沙漠干皮，朋友推荐后购买，用了2次，客服回复会直接影响我是否复购。,2026-05-29 12:45:00,89,11,抖音,NewBrand,光感修护精华液,618大促,电商评价,中性观察,negative,-1.0,1.0,[0.89209718 0.02713692 0.02673469 0.02701052 0.0270207 ],0,0.8920971826563326
说实话，客服一直让我再观察，没有给明确处理方案，售后体验真的差。大家怎么看？我是混油皮，直播间入手，空瓶半瓶后，和同价位竞品对比差异明显。,2026-05-28 17:21:00,71,4,微博,NewBrand,舒缓保湿面膜,618大促,达人笔记,价格价值争议,positive,1.5,1.0,[0.02828933 0.02834787 0.02813275 0.88689062 0.02833943],3,0.8868906244187417
用了几天，客服回复速度还行，但对过敏问题的解释比较模板化。不建议盲买。我是痘肌，达人链接下单，空瓶半瓶后，希望品牌补充适用人群说明。,2026-05-31 20:58:00,56,11,小红书,NewBrand,舒缓保湿面膜,618大促,用户评论,中性观察,negative,-1.0,1.0,[0.02897314 0.88444173 0.02883011 0.02892579 0.02882922],1,0.8844417318670028
说实话，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。还会继续观察。我是干敏皮，直播间入手，连续用了3天，希望品牌补充适用人群说明。,2026-05-30 10:46:00,90,25,小红书,NewBrand,光感修护精华液,敏感肌种草,电商评价,达人内容质疑,neutral,0.0,0.3,[0.02863488 0.02877693 0.02863564 0.88529866 0.0286539 ],3,0.8852986571157724
说实话，用了三天爆痘，停用后才慢慢好，不敢继续用了。不建议盲买。我是外油内干，小样试用后入正装，用了2次，和同价位竞品对比差异明显。,2026-05-31 22:28:00,192,11,B站,NewBrand,温和洁面乳,达人测评,短视频评论,产品质量风险,neutral,0.0,0.3,[0.02952036 0.02951384 0.02958374 0.02958708 0.88179499],4,0.8817949871112142
姐妹们，客服解释成分很专业，售后响应也快，这点比竞品体验好。我是沙漠干皮，直播间入手，用了1周，和同价位竞品对比差异明显。,2026-05-24 20:24:00,49,19,天猫评价,NewBrand,舒缓保湿面膜,618大促,短视频评论,正向口碑,positive,1.5,1.0,[0.03002384 0.87965334 0.02996343 0.03000706 0.03035233],1,0.8796533384289089
用了几天，连续用了一周，温和洁面乳对换季干燥有改善，修护感很明显。不建议盲买。我是痘肌，朋友推荐后购买，用了2次，大促期间看到很多类似反馈。,2026-05-31 16:13:00,36,6,抖音,竞品A,温和洁面乳,618大促,话题讨论,正向口碑,positive,1.0,1.0,[0.02854972 0.88618425 0.02825198 0.02834285 0.0286712 ],1,0.8861842468513442
敏感肌用温和洁面乳很安心，泛红稳定下来，保湿感也不错。我是外油内干，达人链接下单，连续用了3天，和同价位竞品对比差异明显。,2026-05-25 07:01:00,67,2,京东评价,NewBrand,温和洁面乳,夏季修护专题,达人笔记,正向口碑,positive,0.7,1.0,[0.03051126 0.87783359 0.03052101 0.03060822 0.03052591],1,0.8778335932231811
用了几天，NewBrand这波新品包装和肤感都比以前细腻，吸收快，味道也克制。大家怎么看？我是混油皮，大促囤货，早晚用了4天，这个点对敏感肌很关键。,2026-05-30 06:16:00,17,59,B站,NewBrand,光感修护精华液,达人测评,话题讨论,正向口碑,positive,1.0,1.0,[0.0296793  0.02968012 0.02956904 0.02969637 0.88137517],4,0.8813751673113368
姐妹们，达人测评没有夸张，实际使用确实温和，油皮也能接受。不建议盲买。我是混油皮，旗舰店买的，连续用了3天，大促期间看到很多类似反馈。,2026-05-27 18:09:00,94,3,京东评价,竞品A,早C晚A精华套装,敏感肌种草,达人笔记,正向口碑,negative,-1.5,1.0,[0.88379156 0.02909334 0.02887702 0.02897941 0.02925868],0,0.8837915560738296
说实话，买的套装里小样快过期，包装还压坏了，活动体验很糟糕。我是油敏皮，达人链接下单，空瓶半瓶后，客服回复会直接影响我是否复购。,2026-05-25 18:12:00,55,17,抖音,竞品A,早C晚A精华套装,618大促,电商评价,产品质量风险,negative,-1.5,1.0,[0.0290235  0.02897999 0.02854875 0.02880562 0.88464215],4,0.8846421519200794
测评后感觉，敏感肌用光感修护精华液很安心，泛红稳定下来，保湿感也不错。大家怎么看？我是混油皮，达人链接下单，用了2次，这个点对敏感肌很关键。,2026-05-30 22:37:00,98,7,小红书,竞品B,光感修护精华液,敏感肌种草,短视频评论,正向口碑,positive,0.7,1.0,[0.0313788  0.87460977 0.03112865 0.03136447 0.03151831],1,0.8746097703119369
测评后感觉，NewBrand这波新品包装和肤感都比以前细腻，吸收快，味道也克制。大家怎么看？我是痘肌，达人链接下单，空瓶半瓶后，这个点对敏感肌很关键。,2026-05-25 16:07:00,10,14,天猫评价,NewBrand,光感修护精华液,达人测评,达人笔记,正向口碑,positive,1.0,1.0,[0.02904263 0.02909669 0.0290001  0.02914441 0.88371617],4,0.8837161722629504
这次屏障修护面霜真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。我是外油内干，大促囤货，空瓶半瓶后，后续上妆状态变化很大。,2026-05-27 23:57:00,54,15,小红书,NewBrand,屏障修护面霜,达人测评,电商评价,正向口碑,positive,0.625,0.925,[0.02788435 0.02802257 0.02761117 0.88860036 0.02788155],3,0.8886003610545236
说实话，客服回复速度还行，但对过敏问题的解释比较模板化。大家怎么看？我是沙漠干皮，朋友推荐后购买，连续用了3天，和同价位竞品对比差异明显。,2026-05-28 17:33:00,13,0,B站,竞品A,舒缓保湿面膜,618大促,话题讨论,中性观察,negative,-1.0,1.0,[0.02808625 0.88774601 0.02795145 0.02809011 0.02812617],1,0.8877460147856725
用了几天，敏感肌用光感修护精华液很安心，泛红稳定下来，保湿感也不错。希望品牌给个明确说明。我是外油内干，直播间入手，连续用了3天，后续上妆状态变化很大。,2026-05-30 10:29:00,73,2,微博,NewBrand,光感修护精华液,618大促,电商评价,正向口碑,positive,0.75,1.0,[0.02826742 0.88808697 0.02769384 0.02792041 0.02803137],1,0.8880869655024612
客服回复速度还行，但对过敏问题的解释比较模板化。不建议盲买。我是油敏皮，朋友推荐后购买，早晚用了4天，客服回复会直接影响我是否复购。,2026-05-30 20:16:00,16,3,微博,NewBrand,温和洁面乳,新品上市,用户评论,中性观察,negative,-1.0,1.0,[0.02928079 0.88414417 0.02870338 0.02889833 0.02897333],1,0.884144165466786
用了几天，NewBrand这波新品包装和肤感都比以前细腻，吸收快，味道也克制。希望品牌给个明确说明。我是沙漠干皮，小样试用后入正装，刚上脸10分钟，和同价位竞品对比差异明显。,2026-05-26 17:03:00,49,0,小红书,NewBrand,早C晚A精华套装,新品上市,短视频评论,正向口碑,positive,1.0,1.0,[0.02453634 0.02442433 0.02442098 0.02446389 0.90215446],4,0.9021544635963866
测评后感觉，连续用了一周，舒缓保湿面膜对换季干燥有改善，修护感很明显。我是痘肌，直播间入手，用了1周，这个点对敏感肌很关键。,2026-05-25 10:08:00,168,3,B站,NewBrand,舒缓保湿面膜,新品上市,短视频评论,正向口碑,positive,1.0,1.0,[0.03219189 0.87142481 0.03203569 0.03214242 0.03220519],1,0.8714248093563953
姐妹们，达人测评没有夸张，实际使用确实温和，油皮也能接受。希望品牌给个明确说明。我是痘肌，达人链接下单，用了2次，大促期间看到很多类似反馈。,2026-05-30 07:00:00,43,1,小红书,竞品A,光感修护精华液,敏感肌种草,达人笔记,正向口碑,neutral,-0.25,0.55,[0.8870447  0.0282877  0.02809921 0.02818482 0.02838356],0,0.8870446963858611
用了几天，成分表看起来偏修护，敏感肌最好先做局部测试。还会继续观察。我是正常偏干，朋友推荐后购买，用了2次，这个点对敏感肌很关键。,2026-05-31 09:02:00,5,5,B站,NewBrand,屏障修护面霜,618大促,话题讨论,中性观察,positive,1.0,1.0,[0.03142817 0.0316012  0.8735952  0.03140835 0.03196708],2,0.8735952024876588
用了三天爆痘，停用后才慢慢好，不敢继续用了。不建议盲买。我是屏障受损肌，朋友推荐后购买，用了1周，和同价位竞品对比差异明显。,2026-05-29 00:46:00,113,50,京东评价,竞品A,屏障修护面霜,夏季修护专题,电商评价,达人内容质疑,neutral,0.0,0.3,[0.0300746  0.03012207 0.03003707 0.03009577 0.87967049],4,0.8796704943584335
测评后感觉，买的套装里小样快过期，包装还压坏了，活动体验很糟糕。还会继续观察。我是屏障受损肌，达人链接下单，连续用了3天，后续上妆状态变化很大。,2026-05-28 01:25:00,74,24,小红书,NewBrand,早C晚A精华套装,618大促,用户评论,价格价值争议,negative,-1.5,1.0,[0.02785316 0.02782455 0.02734795 0.02770266 0.88927167],4,0.8892716730511261
姐妹们，用了三天爆痘，停用后才慢慢好，不敢继续用了。我是屏障受损肌，朋友推荐后购买，连续用了3天，这个点对敏感肌很关键。,2026-05-25 15:00:00,171,8,京东评价,竞品C,屏障修护面霜,达人测评,达人笔记,产品质量风险,neutral,0.0,0.3,[0.03231717 0.03243879 0.03225542 0.03235045 0.87063818],4,0.8706381765650257
如果后续能补充第三方检测和适用人群说明，会更放心。我是正常偏干，达人链接下单，刚上脸10分钟，这个点对敏感肌很关键。,2026-05-26 19:56:00,22,19,B站,竞品A,早C晚A精华套装,夏季修护专题,电商评价,中性观察,neutral,0.0,0.5,[0.03212028 0.03201669 0.03190636 0.87181746 0.03213921],3,0.8718174617796622
用了几天，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。我是干敏皮，小样试用后入正装，用了1周，评论区反馈分化很明显。,2026-05-24 09:12:00,99,9,微博,竞品A,早C晚A精华套装,达人测评,用户评论,达人内容质疑,neutral,0.0,0.5,[0.02879495 0.02876399 0.02875393 0.88489207 0.02879506],3,0.884892066393547
姐妹们，NewBrand这波新品包装和肤感都比以前细腻，吸收快，味道也克制。还会继续观察。我是外油内干，直播间入手，用了2次，和同价位竞品对比差异明显。,2026-05-28 09:33:00,51,25,京东评价,NewBrand,舒缓保湿面膜,夏季修护专题,短视频评论,正向口碑,positive,1.0,1.0,[0.02745705 0.027599   0.02751835 0.02746005 0.88996554],4,0.8899655438004583
用了几天，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。不建议盲买。我是混油皮，旗舰店买的，刚上脸10分钟，鼻翼和脸颊反应最明显。,2026-05-29 22:02:00,146,70,微博,NewBrand,早C晚A精华套装,夏季修护专题,电商评价,产品质量风险,neutral,0.0,0.5,[0.02750825 0.02736528 0.02722868 0.89048524 0.02741255],3,0.8904852428676612
姐妹们，用了三天爆痘，停用后才慢慢好，不敢继续用了。希望品牌给个明确说明。我是外油内干，直播间入手，空瓶半瓶后，后续上妆状态变化很大。,2026-05-26 07:25:00,57,15,天猫评价,竞品B,光感修护精华液,达人测评,话题讨论,售后体验不满,positive,0.333,0.633,[0.02901146 0.02872466 0.02857733 0.02881251 0.88487404],4,0.8848740398386112
说实话，保湿和提亮都比较自然，不是那种立刻假白的效果。我是沙漠干皮，小样试用后入正装，空瓶半瓶后，评论区反馈分化很明显。,2026-05-26 19:22:00,51,6,天猫评价,竞品A,温和洁面乳,达人测评,话题讨论,正向口碑,positive,1.0,1.0,[0.88987903 0.0275013  0.0274111  0.02761939 0.02758917],0,0.8898790328723305
姐妹们，光感修护精华液肤感还可以，但功效需要再观察，暂时没有特别惊喜。大家怎么看？我是外油内干，旗舰店买的，连续用了3天，评论区反馈分化很明显。,2026-05-31 07:02:00,38,7,京东评价,NewBrand,光感修护精华液,达人测评,用户评论,中性观察,neutral,-0.25,0.55,[0.02925456 0.03029412 0.0292912  0.02949936 0.88166075],4,0.8816607535085295
姐妹们，包装设计挺好看，但更关心长期使用后的稳定性。大家怎么看？我是干敏皮，大促囤货，用了1周，这个点对敏感肌很关键。,2026-05-31 13:18:00,2,3,京东评价,NewBrand,舒缓保湿面膜,达人测评,电商评价,中性观察,neutral,0.0,0.5,[0.03352195 0.03362358 0.86530341 0.03358929 0.03396176],2,0.8653034117325465
测评后感觉，用了屏障修护面霜之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。我是沙漠干皮，大促囤货，早晚用了4天，希望品牌补充适用人群说明。,2026-05-30 17:22:00,154,15,B站,竞品A,屏障修护面霜,敏感肌种草,电商评价,售后体验不满,neutral,-0.2,0.5,[0.0272478  0.89123145 0.02703196 0.02729056 0.02719824],1,0.8912314510859517
姐妹们，竞品最近也在推类似概念，想看更真实的横评对比。我是正常偏干，小样试用后入正装，空瓶半瓶后，和同价位竞品对比差异明显。,2026-05-31 03:43:00,26,2,京东评价,竞品A,光感修护精华液,夏季修护专题,用户评论,中性观察,neutral,0.0,0.5,[0.02927337 0.02918516 0.88288573 0.02933505 0.02932069],2,0.8828857275253673
用了几天，用了三天爆痘，停用后才慢慢好，不敢继续用了。不建议盲买。我是屏障受损肌，旗舰店买的，早晚用了4天，大促期间看到很多类似反馈。,2026-05-30 22:59:00,151,15,天猫评价,NewBrand,早C晚A精华套装,达人测评,达人笔记,广告承诺争议,neutral,0.0,0.3,[0.02925292 0.02929185 0.02905099 0.02915376 0.88325048],4,0.8832504774556605
说实话，NewBrand这次活动力度一般，赠品多但主品价格没有太大优势。不建议盲买。我是屏障受损肌，直播间入手，用了2次，这个点对敏感肌很关键。,2026-05-25 02:44:00,127,1,微博,NewBrand,温和洁面乳,夏季修护专题,达人笔记,中性观察,neutral,0.0,0.5,[0.02974112 0.02994804 0.02971912 0.02976637 0.88082534],4,0.8808253392878784
测评后感觉，连续用了一周，舒缓保湿面膜对换季干燥有改善，修护感很明显。大家怎么看？我是沙漠干皮，大促囤货，早晚用了4天，评论区反馈分化很明显。,2026-05-25 07:44:00,55,1,抖音,NewBrand,舒缓保湿面膜,新品上市,达人笔记,正向口碑,positive,1.0,1.0,[0.02787921 0.88857076 0.02767887 0.02794415 0.02792701],1,0.8885707604578551
测评后感觉，客服回复速度还行，但对过敏问题的解释比较模板化。还会继续观察。我是沙漠干皮，达人链接下单，用了1周，希望品牌补充适用人群说明。,2026-05-26 02:47:00,83,14,微博,NewBrand,舒缓保湿面膜,敏感肌种草,电商评价,中性观察,neutral,0.0,0.3,[0.02789872 0.88854029 0.02766572 0.02803571 0.02785955],1,0.8885402916269388
测评后感觉，这次屏障修护面霜真的好用，质地清爽不黏，早上上妆也不搓泥，已经准备回购。我是屏障受损肌，朋友推荐后购买，用了1周，希望品牌补充适用人群说明。,2026-05-26 02:27:00,11,8,B站,竞品A,屏障修护面霜,敏感肌种草,达人笔记,正向口碑,positive,0.7,1.0,[0.02654718 0.02677469 0.02635899 0.89377859 0.02654055],3,0.893778590926388
姐妹们，用了三天爆痘，停用后才慢慢好，不敢继续用了。我是油敏皮，大促囤货，空瓶半瓶后，和同价位竞品对比差异明显。,2026-05-27 02:48:00,74,16,小红书,NewBrand,早C晚A精华套装,达人测评,达人笔记,价格价值争议,neutral,0.0,0.3,[0.03112226 0.0311578  0.03144988 0.03132237 0.8749477 ],4,0.8749476979299116
测评后感觉，质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。还会继续观察。我是干敏皮，大促囤货，早晚用了4天，后续上妆状态变化很大。,2026-05-30 01:06:00,176,5,京东评价,竞品C,光感修护精华液,618大促,电商评价,售后体验不满,neutral,0.0,0.5,[0.88024033 0.02990216 0.02977275 0.02988486 0.03019991],0,0.8802403257860848
用了几天，质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。还会继续观察。我是痘肌，大促囤货，刚上脸10分钟，客服回复会直接影响我是否复购。,2026-05-31 17:27:00,128,46,京东评价,NewBrand,光感修护精华液,618大促,电商评价,产品质量风险,neutral,0.0,0.5,[0.88986157 0.02758337 0.02740706 0.02749031 0.02765768],0,0.8898615719214021
如果后续能补充第三方检测和适用人群说明，会更放心。还会继续观察。我是痘肌，大促囤货，早晚用了4天，这个点对敏感肌很关键。,2026-05-25 08:45:00,24,15,天猫评价,竞品C,屏障修护面霜,夏季修护专题,达人笔记,中性观察,neutral,0.0,0.5,[0.03298878 0.03295671 0.03284256 0.86801098 0.03320097],3,0.868010976036802
NewBrand这波新品包装和肤感都比以前细腻，吸收快，味道也克制。不建议盲买。我是痘肌，小样试用后入正装，早晚用了4天，鼻翼和脸颊反应最明显。,2026-05-26 18:15:00,96,4,天猫评价,NewBrand,舒缓保湿面膜,敏感肌种草,话题讨论,正向口碑,positive,1.0,1.0,[0.02811306 0.0281512  0.02804931 0.02829909 0.88738734],4,0.8873873397036848
姐妹们，客服解释成分很专业，售后响应也快，这点比竞品体验好。我是屏障受损肌，小样试用后入正装，空瓶半瓶后，希望品牌补充适用人群说明。,2026-05-31 14:39:00,100,12,B站,竞品A,温和洁面乳,达人测评,电商评价,正向口碑,positive,1.25,1.0,[0.02752565 0.89026693 0.02731455 0.02750125 0.02739162],1,0.8902669299701
测评后感觉，质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。大家怎么看？我是屏障受损肌，小样试用后入正装，空瓶半瓶后，希望品牌补充适用人群说明。,2026-05-27 03:22:00,134,5,抖音,竞品B,早C晚A精华套装,618大促,达人笔记,价格价值争议,negative,-1.0,1.0,[0.89109927 0.02720784 0.02703498 0.02739216 0.02726575],0,0.8910992688577588
用了几天，NewBrand广告说温和修护，但我用完明显过敏，这种宣传太离谱。不建议盲买。我是屏障受损肌，达人链接下单，用了2次，后续上妆状态变化很大。,2026-05-28 01:48:00,68,22,天猫评价,NewBrand,早C晚A精华套装,新品上市,用户评论,达人内容质疑,neutral,-0.125,0.425,[0.02871165 0.8852096  0.02840301 0.02878094 0.0288948 ],1,0.8852095998943605
说实话，用了三天爆痘，停用后才慢慢好，不敢继续用了。还会继续观察。我是干敏皮，大促囤货，连续用了3天，和同价位竞品对比差异明显。,2026-05-31 22:58:00,71,66,小红书,NewBrand,屏障修护面霜,新品上市,电商评价,产品质量风险,neutral,0.0,0.3,[0.02976916 0.02978231 0.02986948 0.02973128 0.88084777],4,0.8808477693920871
说实话，活动价还可以，套装搭配合理，适合第一次尝试这个系列。大家怎么看？我是外油内干，小样试用后入正装，用了2次，客服回复会直接影响我是否复购。,2026-05-26 20:00:00,15,1,京东评价,竞品A,温和洁面乳,敏感肌种草,用户评论,正向口碑,positive,1.0,1.0,[0.02838415 0.02810878 0.02778159 0.02800603 0.88771946],4,0.887719461069322
说实话，质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。希望品牌给个明确说明。我是外油内干，直播间入手，早晚用了4天，大促期间看到很多类似反馈。,2026-05-28 21:25:00,84,11,京东评价,竞品A,早C晚A精华套装,夏季修护专题,用户评论,广告承诺争议,negative,-1.0,1.0,[0.88949454 0.02758961 0.02737674 0.02750017 0.02803894],0,0.8894945405880954
说实话，早C晚A精华套装肤感还可以，但功效需要再观察，暂时没有特别惊喜。大家怎么看？我是外油内干，直播间入手，用了2次，和同价位竞品对比差异明显。,2026-05-27 14:34:00,21,12,京东评价,NewBrand,早C晚A精华套装,618大促,话题讨论,中性观察,negative,-1.5,1.0,[0.02934518 0.02962456 0.02936501 0.02940946 0.88225578],4,0.8822557837998112
说实话，用了光感修护精华液之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。不建议盲买。我是外油内干，达人链接下单，连续用了3天，客服回复会直接影响我是否复购。,2026-05-26 15:46:00,117,2,抖音,NewBrand,光感修护精华液,新品上市,短视频评论,售后体验不满,negative,-0.5,0.8,[0.0263958  0.89483559 0.02611789 0.02631816 0.02633256],1,0.8948355892051487
姐妹们，活动价还可以，套装搭配合理，适合第一次尝试这个系列。还会继续观察。我是外油内干，旗舰店买的，用了1周，鼻翼和脸颊反应最明显。,2026-05-26 22:37:00,64,9,微博,竞品A,光感修护精华液,达人测评,话题讨论,正向口碑,positive,1.0,1.0,[0.02990683 0.02997785 0.02988644 0.03009434 0.88013455],4,0.8801345530773286
用了几天，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。大家怎么看？我是沙漠干皮，旗舰店买的，用了2次，鼻翼和脸颊反应最明显。,2026-05-28 22:33:00,104,3,小红书,NewBrand,屏障修护面霜,达人测评,短视频评论,售后体验不满,negative,-1.0,1.0,[0.03072367 0.03090796 0.03061036 0.87687317 0.03088484],3,0.8768731685559614
说实话，用了早C晚A精华套装之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。我是混油皮，大促囤货，空瓶半瓶后，大促期间看到很多类似反馈。,2026-05-29 22:05:00,374,30,小红书,竞品C,早C晚A精华套装,新品上市,短视频评论,价格价值争议,negative,-1.0,1.0,[0.02802172 0.88802415 0.02756418 0.02786663 0.02852332],1,0.8880241528069611
姐妹们，温和洁面乳肤感还可以，但功效需要再观察，暂时没有特别惊喜。还会继续观察。我是屏障受损肌，朋友推荐后购买，用了2次，评论区反馈分化很明显。,2026-05-31 03:46:00,32,1,京东评价,竞品C,温和洁面乳,新品上市,电商评价,中性观察,neutral,-0.25,0.55,[0.02795675 0.02834063 0.02781229 0.0279235  0.88796683],4,0.8879668346078209
测评后感觉，保湿和提亮都比较自然，不是那种立刻假白的效果。还会继续观察。我是痘肌，小样试用后入正装，早晚用了4天，鼻翼和脸颊反应最明显。,2026-05-30 10:16:00,47,7,微博,NewBrand,早C晚A精华套装,618大促,话题讨论,正向口碑,positive,1.0,1.0,[0.89134968 0.02711496 0.02702724 0.0273426  0.02716552],0,0.8913496804629599
用了屏障修护面霜之后脸颊刺痛泛红，严重辣脸，第二天还起了小疹子。我是外油内干，小样试用后入正装，刚上脸10分钟，希望品牌补充适用人群说明。,2026-05-26 13:05:00,110,30,微博,NewBrand,屏障修护面霜,达人测评,达人笔记,价格价值争议,neutral,-0.2,0.5,[0.02671792 0.89342371 0.02655308 0.02668037 0.02662491],1,0.8934237130136241
测评后感觉，质地看着高级，上脸却搓泥，后续上妆完全不服帖，踩雷。希望品牌给个明确说明。我是正常偏干，朋友推荐后购买，连续用了3天，后续上妆状态变化很大。,2026-05-27 03:48:00,260,24,京东评价,NewBrand,屏障修护面霜,敏感肌种草,话题讨论,售后体验不满,negative,-1.0,1.0,[0.88758982 0.02812484 0.02782166 0.02803769 0.02842598],0,0.8875898175497758
说实话，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。希望品牌给个明确说明。我是沙漠干皮，旗舰店买的，空瓶半瓶后，鼻翼和脸颊反应最明显。,2026-05-30 09:00:00,166,43,抖音,竞品C,屏障修护面霜,敏感肌种草,电商评价,达人内容质疑,neutral,0.0,0.3,[0.02785452 0.02783353 0.02768939 0.8887321  0.02789046],3,0.888732099613619
测评后感觉，竞品最近也在推类似概念，想看更真实的横评对比。不建议盲买。我是屏障受损肌，小样试用后入正装，连续用了3天，后续上妆状态变化很大。,2026-05-28 03:55:00,96,34,抖音,竞品B,光感修护精华液,618大促,达人笔记,中性观察,neutral,0.0,0.5,[0.36261954 0.02841918 0.55195749 0.02819961 0.02880418],2,0.5519574858953838
测评后感觉，达人笔记全在夸，评论区却很多人说刺激，品牌是不是控评了。还会继续观察。我是沙漠干皮，达人链接下单，用了1周，和同价位竞品对比差异明显。,2026-05-31 17:03:00,127,0,抖音,竞品A,早C晚A精华套装,敏感肌种草,短视频评论,产品质量风险,negative,-1.0,1.0,[0.02773845 0.02773303 0.02771189 0.88898169 0.02783494],3,0.8889816887255041
说实话，成分表看起来偏修护，敏感肌最好先做局部测试。希望品牌给个明确说明。我是痘肌，大促囤货，刚上脸10分钟，客服回复会直接影响我是否复购。,2026-05-27 00:43:00,54,5,京东评价,NewBrand,屏障修护面霜,新品上市,用户评论,中性观察,positive,1.0,1.0,[0.38096504 0.02802453 0.53552318 0.02764641 0.02784084],2,0.5355231811470005
说实话，活动价还可以，套装搭配合理，适合第一次尝试这个系列。我是痘肌，大促囤货，用了2次，这个点对敏感肌很关键。,2026-05-29 17:34:00,65,22,京东评价,竞品A,屏障修护面霜,敏感肌种草,短视频评论,正向口碑,positive,1.0,1.0,[0.03466733 0.034786   0.03492509 0.03469278 0.86092881],4,0.8609288123562664
说实话，如果后续能补充第三方检测和适用人群说明，会更放心。我是痘肌，小样试用后入正装，早晚用了4天，客服回复会直接影响我是否复购。,2026-05-30 06:23:00,16,6,天猫评价,NewBrand,舒缓保湿面膜,达人测评,短视频评论,中性观察,neutral,0.0,0.5,[0.03070395 0.03029212 0.02957836 0.87938259 0.03004299],3,0.8793825869103181
测评后感觉，光感修护精华液肤感还可以，但功效需要再观察，暂时没有特别惊喜。希望品牌给个明确说明。我是油敏皮，朋友推荐后购买，用了1周，后续上妆状态变化很大。,2026-05-26 16:54:00,27,5,京东评价,竞品B,光感修护精华液,618大促,用户评论,中性观察,neutral,0.167,0.467,[0.02699085 0.02766909 0.02676018 0.02701824 0.89156164],4,0.891561643369385
连续用了一周，早C晚A精华套装对换季干燥有改善，修护感很明显。希望品牌给个明确说明。我是痘肌，达人链接下单，连续用了3天，希望品牌补充适用人群说明。,2026-05-29 18:39:00,23,1,天猫评价,NewBrand,早C晚A精华套装,夏季修护专题,话题讨论,正向口碑,positive,1.125,1.0,[0.02985857 0.88091141 0.0296205  0.02979013 0.02981939],1,0.8809114062898097
姐妹们，如果后续能补充第三方检测和适用人群说明，会更放心。希望品牌给个明确说明。我是干敏皮，小样试用后入正装，用了2次，鼻翼和脸颊反应最明显。,2026-05-31 11:51:00,22,2,京东评价,NewBrand,早C晚A精华套装,618大促,用户评论,中性观察,positive,1.0,1.0,[0.02902357 0.02899202 0.02896366 0.88403326 0.02898748],3,0.8840332615081126
用了几天，保湿和提亮都比较自然，不是那种立刻假白的效果。我是正常偏干，达人链接下单，用了2次，鼻翼和脸颊反应最明显。,2026-05-30 04:29:00,64,20,抖音,NewBrand,舒缓保湿面膜,达人测评,短视频评论,正向口碑,positive,1.0,1.0,[0.87990854 0.03009898 0.02979837 0.03019978 0.02999433],0,0.8799085366794949
姐妹们，成分表看起来偏修护，敏感肌最好先做局部测试。希望品牌给个明确说明。我是干敏皮，达人链接下单，空瓶半瓶后，和同价位竞品对比差异明显。,2026-05-25 21:00:00,13,0,抖音,竞品B,舒缓保湿面膜,敏感肌种草,短视频评论,中性观察,positive,1.0,1.0,[0.02810531 0.0281705  0.88736001 0.0282502  0.02811398],2,0.8873600147716892
姐妹们，价格比竞品贵一截，但效果没有宣传那么夸张，感觉被种草文骗了。大家怎么看？我是沙漠干皮，达人链接下单，刚上脸10分钟，评论区反馈分化很明显。,2026-05-26 01:18:00,141,9,抖音,竞品A,光感修护精华液,敏感肌种草,电商评价,产品质量风险,neutral,0.0,0.5,[0.0269392  0.02694622 0.02677312 0.8923961  0.02694537],3,0.8923961033711532
姐妹们，连续用了一周，光感修护精华液对换季干燥有改善，修护感很明显。我是外油内干，小样试用后入正装，早晚用了4天，大促期间看到很多类似反馈。,2026-05-31 12:50:00,28,12,微博,NewBrand,光感修护精华液,敏感肌种草,电商评价,正向口碑,positive,1.0,1.0,[0.02804632 0.88803859 0.02765835 0.02784093 0.02841581],1,0.8880385930801076
说实话，买的套装里小样快过期，包装还压坏了，活动体验很糟糕。还会继续观察。我是混油皮，朋友推荐后购买，用了1周，后续上妆状态变化很大。,2026-05-24 13:10:00,114,39,小红书,NewBrand,舒缓保湿面膜,敏感肌种草,电商评价,价格价值争议,negative,-1.5,1.0,[0.02869821 0.02859107 0.02840914 0.02857443 0.88572715],4,0.8857271545909162
